,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
2233,32416.0,Boston Red Sox,1,16,7,2016-04-24,on grass,Night Game,Houston Astros,3,11,5,7:08 p.m. Local,Minute Maid Park,Sunday,73.0,0.0, in unknown direction,In Dome,12,5.05,regular season,0,1,Loss
2234,31947.0,Cleveland Indians,0,11,6,2016-04-24,on grass,Day Game,Detroit Tigers,0,7,3,1:10 p.m. Local,Comerica Park,Sunday,57.0,7.0, in from Centerfield,Sunny,9,3.3333333333333335,regular season,0,1,Loss
2235,35962.0,Los Angeles Dodgers,2,11,12,2016-04-24,on grass,Day Game,Colorado Rockies,1,11,10,2:11 p.m. Local,Coors Field,Sunday,63.0,13.0, out to Leftfield,Unknown,22,4.033333333333333,regular season,0,1,Loss
2236,36220.0,Chicago Cubs,0,15,9,2016-04-24,on grass,Day Game,Cincinnati Reds,0,3,0,1:11 p.m. Local,Great American Ball Park,Sunday,69.0,7.0, in from Rightfield,Sunny,9,3.1333333333333333,regular season,0,1,Loss
2237,26058.0,Texas Rangers,0,8,1,2016-04-24,on grass,Day Game,Chicago White Sox,1,8,4,1:11 p.m. Local,U.S. Cellular Field,Sunday,70.0,9.0, from Right to Left,Cloudy,5,2.8666666666666667,regular season,1,0,Win
2238,32085.0,New York Mets,0,7,3,2016-04-24,on grass,Day Game,Atlanta Braves,0,12,2,1:35 p.m. Local,Turner Field,Sunday,75.0,5.0, out to Leftfield,Sunny,5,2.9333333333333336,regular season,0,1,Loss
2239,27573.0,Pittsburgh Pirates,0,20,12,2016-04-24,on grass,Day Game,Arizona Diamondbacks,2,15,10,1:10 p.m. Local,Chase Field,Sunday,72.0,0.0, in unknown direction,In Dome,22,5.416666666666667,regular season,0,1,Loss
2240,37754.0,Seattle Mariners,0,8,9,2016-04-24,on grass,Day Game,Los Angeles Angels of Anaheim,3,6,4,12:37 p.m. Local,Angel Stadium of Anaheim,Sunday,74.0,11.0, out to Centerfield,Cloudy,13,2.716666666666667,regular season,0,1,Loss
2241,35974.0,Minnesota Twins,0,2,0,2016-04-23,on grass,Day Game,Washington Nationals,0,7,2,1:05 p.m. Local,Nationals Park,Saturday,63.0,7.0, out to Leftfield,Cloudy,2,2.65,regular season,1,0,Win
2242,46334.0,Oakland Athletics,1,7,3,2016-04-23,on turf,Day Game,Toronto Blue Jays,0,13,9,1:07 p.m. Local,Rogers Centre,Saturday,68.0,0.0, in unknown direction,In Dome,12,2.6333333333333333,regular season,1,0,Win
2243,41886.0,Miami Marlins,0,8,2,2016-04-23,on grass,Night Game,San Francisco Giants,1,13,7,6:05 p.m. Local,AT&T Park,Saturday,60.0,14.0, out to Centerfield,Cloudy,9,2.7666666666666666,regular season,1,0,Win
2244,31688.0,St. Louis Cardinals,1,16,11,2016-04-23,on grass,Night Game,San Diego Padres,0,5,2,5:41 p.m. Local,Petco Park,Saturday,68.0,12.0, from Left to Right,Sunny,13,3.1,regular season,0,1,Loss
2245,40714.0,Tampa Bay Rays,2,6,2,2016-04-23,on grass,Day Game,New York Yankees,0,7,3,1:09 p.m. Local,Yankee Stadium III,Saturday,62.0,13.0, in from Leftfield,Unknown,5,2.9166666666666665,regular season,1,0,Win
2246,34813.0,Philadelphia Phillies,0,13,10,2016-04-23,on grass,Night Game,Milwaukee Brewers,1,10,6,6:12 p.m. Local,Miller Park,Saturday,66.0,0.0, in unknown direction,In Dome,16,4.0,regular season,0,1,Loss
2247,39900.0,Baltimore Orioles,1,14,8,2016-04-23,on grass,Night Game,Kansas City Royals,0,7,3,6:16 p.m. Local,Kauffman Stadium,Saturday,78.0,14.0, from Right to Left,Sunny,11,3.066666666666667,regular season,0,1,Loss
2248,40232.0,Boston Red Sox,0,9,3,2016-04-23,on grass,Day Game,Houston Astros,1,12,8,3:05 p.m. Local,Minute Maid Park,Saturday,85.0,6.0, in from Leftfield,Cloudy,11,3.466666666666667,regular season,1,0,Win
2249,31163.0,Cleveland Indians,1,15,10,2016-04-23,on grass,Day Game,Detroit Tigers,1,2,1,1:11 p.m. Local,Comerica Park,Saturday,51.0,3.0, out to Centerfield,Sunny,11,2.6833333333333336,regular season,0,1,Loss
2250,42179.0,Los Angeles Dodgers,1,10,4,2016-04-23,on grass,Night Game,Colorado Rockies,0,6,1,6:11 p.m. Local,Coors Field,Saturday,72.0,12.0, out to Rightfield,Unknown,5,3.15,regular season,0,1,Loss
2251,41660.0,Chicago Cubs,2,7,5,2016-04-23,on grass,Night Game,Cincinnati Reds,1,15,13,7:10 p.m. Local,Great American Ball Park,Saturday,64.0,9.0, from Left to Right,Sunny,18,3.3166666666666664,regular season,1,0,Win
2252,20182.0,Texas Rangers,0,7,3,2016-04-23,on grass,Day Game,Chicago White Sox,1,11,4,1:11 p.m. Local,U.S. Cellular Field,Saturday,55.0,10.0, from Left to Right,Sunny,7,3.95,regular season,1,0,Win
2253,35230.0,New York Mets,0,15,8,2016-04-23,on grass,Night Game,Atlanta Braves,1,10,2,7:10 p.m. Local,Turner Field,Saturday,72.0,9.0, in from Leftfield,Sunny,10,3.0,regular season,0,1,Loss
2254,32935.0,Pittsburgh Pirates,1,4,1,2016-04-23,on grass,Night Game,Arizona Diamondbacks,0,7,7,5:10 p.m. Local,Chase Field,Saturday,74.0,0.0, in unknown direction,In Dome,8,2.966666666666667,regular season,1,0,Win
2255,41058.0,Seattle Mariners,1,6,2,2016-04-23,on grass,Night Game,Los Angeles Angels of Anaheim,0,7,4,6:08 p.m. Local,Angel Stadium of Anaheim,Saturday,73.0,5.0, out to Rightfield,Sunny,6,2.75,regular season,1,0,Win
2256,27684.0,Minnesota Twins,0,8,4,2016-04-22,on grass,Night Game,Washington Nationals,1,9,8,7:06 p.m. Local,Nationals Park,Friday,68.0,9.0, out to Centerfield,Overcast,12,2.85,regular season,1,0,Win
2257,34251.0,Oakland Athletics,0,14,8,2016-04-22,on turf,Night Game,Toronto Blue Jays,2,8,5,7:07 p.m. Local,Rogers Centre,Friday,68.0,0.0, in unknown direction,In Dome,13,3.35,regular season,0,1,Loss
2258,41760.0,Miami Marlins,0,8,1,2016-04-22,on grass,Night Game,San Francisco Giants,1,14,8,7:15 p.m. Local,AT&T Park,Friday,58.0,18.0, out to Rightfield,Cloudy,9,3.15,regular season,1,0,Win
2259,30074.0,St. Louis Cardinals,1,6,1,2016-04-22,on grass,Night Game,San Diego Padres,0,9,4,7:42 p.m. Local,Petco Park,Friday,64.0,12.0, out to Rightfield,Cloudy,5,2.5833333333333335,regular season,1,0,Win
2260,31843.0,Tampa Bay Rays,1,9,3,2016-04-22,on grass,Night Game,New York Yankees,1,10,6,7:08 p.m. Local,Yankee Stadium III,Friday,74.0,6.0, from Right to Left,Unknown,9,3.033333333333333,regular season,1,0,Win
2261,23439.0,Philadelphia Phillies,0,10,5,2016-04-22,on grass,Night Game,Milwaukee Brewers,0,6,2,7:10 p.m. Local,Miller Park,Friday,66.0,0.0, in unknown direction,In Dome,7,2.8,regular season,0,1,Loss
2262,29546.0,Baltimore Orioles,0,5,2,2016-04-22,on grass,Night Game,Kansas City Royals,0,8,4,7:16 p.m. Local,Kauffman Stadium,Friday,66.0,6.0, from Left to Right,Cloudy,6,2.5166666666666666,regular season,1,0,Win
2263,26672.0,Boston Red Sox,1,15,6,2016-04-22,on grass,Night Game,Houston Astros,0,6,2,7:10 p.m. Local,Minute Maid Park,Friday,79.0,6.0, in from Centerfield,Sunny,8,3.466666666666667,regular season,0,1,Loss
2264,25086.0,Cleveland Indians,0,6,2,2016-04-22,on grass,Night Game,Detroit Tigers,0,4,1,7:11 p.m. Local,Comerica Park,Friday,55.0,6.0, from Left to Right,Unknown,3,2.7666666666666666,regular season,0,1,Loss
2265,37153.0,Los Angeles Dodgers,0,8,5,2016-04-22,on grass,Night Game,Colorado Rockies,1,9,7,6:43 p.m. Local,Coors Field,Friday,73.0,3.0, from Left to Right,Cloudy,12,3.45,regular season,1,0,Win
2266,25940.0,Chicago Cubs,0,9,8,2016-04-22,on grass,Night Game,Cincinnati Reds,1,5,1,7:11 p.m. Local,Great American Ball Park,Friday,61.0,8.0, out to Leftfield,Unknown,9,3.05,regular season,0,1,Loss
2267,15486.0,Texas Rangers,1,5,0,2016-04-22,on grass,Night Game,Chicago White Sox,0,7,5,7:11 p.m. Local,U.S. Cellular Field,Friday,45.0,17.0, out to Rightfield,Cloudy,5,2.6833333333333336,regular season,1,0,Win
2268,21173.0,New York Mets,1,10,6,2016-04-22,on grass,Night Game,Atlanta Braves,1,10,3,7:35 p.m. Local,Turner Field,Friday,70.0,9.0, out to Rightfield,Cloudy,9,3.35,regular season,0,1,Loss
2269,27829.0,Pittsburgh Pirates,1,13,8,2016-04-22,on grass,Night Game,Arizona Diamondbacks,1,15,7,6:40 p.m. Local,Chase Field,Friday,95.0,10.0, in unknown direction,Sunny,15,3.2,regular season,0,1,Loss
2270,40755.0,Seattle Mariners,0,10,5,2016-04-22,on grass,Night Game,Los Angeles Angels of Anaheim,0,6,2,7:07 p.m. Local,Angel Stadium of Anaheim,Friday,67.0,11.0, out to Rightfield,Cloudy,7,3.3833333333333333,regular season,0,1,Loss
2271,25886.0,Houston Astros,1,7,4,2016-04-21,on grass,Night Game,Texas Rangers,0,14,7,7:07 p.m. Local,Globe Life Park in Arlington,Thursday,74.0,9.0, out to Centerfield,Cloudy,11,2.7,regular season,1,0,Win
2272,41052.0,Arizona Diamondbacks,0,10,6,2016-04-21,on grass,Day Game,San Francisco Giants,1,3,2,12:46 p.m. Local,AT&T Park,Thursday,67.0,12.0, out to Centerfield,Overcast,8,3.1666666666666665,regular season,0,1,Loss
2273,20387.0,Pittsburgh Pirates,0,11,11,2016-04-21,on grass,Night Game,San Diego Padres,0,5,1,6:11 p.m. Local,Petco Park,Thursday,74.0,9.0, from Left to Right,Sunny,12,3.25,regular season,0,1,Loss
2274,33818.0,Oakland Athletics,1,10,7,2016-04-21,on grass,Night Game,New York Yankees,0,8,3,7:08 p.m. Local,Yankee Stadium III,Thursday,68.0,11.0, from Right to Left,Cloudy,10,3.3,regular season,0,1,Loss
2275,30107.0,Minnesota Twins,0,11,8,2016-04-21,on grass,Day Game,Milwaukee Brewers,1,5,1,12:41 p.m. Local,Miller Park,Thursday,70.0,0.0, in unknown direction,In Dome,9,3.3,regular season,0,1,Loss
2276,17395.0,Washington Nationals,0,2,1,2016-04-21,on grass,Day Game,Miami Marlins,0,9,5,1:11 p.m. Local,Marlins Park,Thursday,74.0,0.0, in unknown direction,In Dome,6,2.6333333333333333,regular season,1,0,Win
2277,30763.0,Detroit Tigers,1,5,0,2016-04-21,on grass,Night Game,Kansas City Royals,1,10,4,6:15 p.m. Local,Kauffman Stadium,Thursday,66.0,15.0, from Left to Right,Cloudy,4,2.8666666666666667,regular season,1,0,Win
2278,11525.0,Seattle Mariners,1,15,10,2016-04-21,on grass,Day Game,Cleveland Indians,0,8,7,12:10 p.m. Local,Progressive Field,Thursday,64.0,3.0, in from Leftfield,Rain,17,3.9333333333333336,regular season,0,1,Loss
2279,11418.0,Los Angeles Angels of Anaheim,0,6,3,2016-04-21,on grass,Day Game,Chicago White Sox,0,5,2,1:11 p.m. Local,U.S. Cellular Field,Thursday,70.0,8.0, out to Rightfield,Cloudy,5,2.8,regular season,0,1,Loss
2280,37954.0,Tampa Bay Rays,3,15,12,2016-04-21,on grass,Day Game,Boston Red Sox,1,15,8,1:35 p.m. Local,Fenway Park,Thursday,61.0,13.0, in from Leftfield,Cloudy,20,4.266666666666667,regular season,0,1,Loss
2281,17644.0,Toronto Blue Jays,0,4,2,2016-04-21,on grass,Night Game,Baltimore Orioles,0,10,3,7:08 p.m. Local,Oriole Park at Camden Yards,Thursday,68.0,6.0, in from Centerfield,Unknown,5,3.15,regular season,1,0,Win
2282,18431.0,Los Angeles Dodgers,1,9,2,2016-04-21,on grass,Day Game,Atlanta Braves,3,11,1,12:09 p.m. Local,Turner Field,Thursday,72.0,9.0, from Right to Left,Sunny,3,3.466666666666667,regular season,0,1,Loss
2283,25821.0,Houston Astros,2,7,1,2016-04-20,on grass,Night Game,Texas Rangers,1,6,2,7:07 p.m. Local,Globe Life Park in Arlington,Wednesday,71.0,7.0, out to Centerfield,Unknown,3,3.1666666666666665,regular season,1,0,Win
2284,43093.0,Chicago Cubs,1,5,3,2016-04-20,on grass,Day Game,St. Louis Cardinals,0,9,5,12:45 p.m. Local,Busch Stadium III,Wednesday,69.0,10.0, from Right to Left,Unknown,8,2.6666666666666665,regular season,1,0,Win
2285,41497.0,Arizona Diamondbacks,0,7,2,2016-04-20,on grass,Night Game,San Francisco Giants,0,7,1,7:15 p.m. Local,AT&T Park,Wednesday,64.0,11.0, out to Centerfield,Cloudy,3,2.9,regular season,0,1,Loss
2286,20681.0,Pittsburgh Pirates,0,8,2,2016-04-20,on grass,Night Game,San Diego Padres,1,12,8,7:11 p.m. Local,Petco Park,Wednesday,77.0,9.0, out to Rightfield,Sunny,10,2.9833333333333334,regular season,1,0,Win
2287,20057.0,New York Mets,0,14,4,2016-04-20,on grass,Night Game,Philadelphia Phillies,0,10,5,7:08 p.m. Local,Citizens Bank Park,Wednesday,66.0,4.0, from Left to Right,Sunny,9,4.05,regular season,1,0,Win
2288,37396.0,Oakland Athletics,2,11,5,2016-04-20,on grass,Night Game,New York Yankees,1,6,2,7:09 p.m. Local,Yankee Stadium III,Wednesday,61.0,9.0, out to Leftfield,Sunny,7,2.95,regular season,0,1,Loss
2289,21087.0,Minnesota Twins,1,12,5,2016-04-20,on grass,Night Game,Milwaukee Brewers,0,13,10,7:10 p.m. Local,Miller Park,Wednesday,65.0,0.0, in unknown direction,In Dome,15,3.3666666666666667,regular season,1,0,Win
2290,16961.0,Washington Nationals,0,7,3,2016-04-20,on grass,Night Game,Miami Marlins,0,5,1,7:10 p.m. Local,Marlins Park,Wednesday,73.0,0.0, in unknown direction,In Dome,4,2.55,regular season,0,1,Loss
2291,28928.0,Detroit Tigers,1,9,3,2016-04-20,on grass,Night Game,Kansas City Royals,0,10,2,6:16 p.m. Local,Kauffman Stadium,Wednesday,68.0,11.0, from Left to Right,Cloudy,5,3.1333333333333333,regular season,0,1,Loss
2292,9890.0,Seattle Mariners,1,3,2,2016-04-20,on grass,Night Game,Cleveland Indians,1,4,1,6:10 p.m. Local,Progressive Field,Wednesday,54.0,13.0, in from Centerfield,Cloudy,3,2.8,regular season,0,1,Loss
2293,12979.0,Colorado Rockies,0,8,5,2016-04-20,on grass,Day Game,Cincinnati Reds,0,9,6,12:37 p.m. Local,Great American Ball Park,Wednesday,72.0,7.0, in from Leftfield,Cloudy,11,2.9166666666666665,regular season,1,0,Win
2294,12785.0,Los Angeles Angels of Anaheim,1,4,1,2016-04-20,on grass,Day Game,Chicago White Sox,1,5,2,1:10 p.m. Local,U.S. Cellular Field,Wednesday,66.0,11.0, out to Rightfield,Unknown,3,2.9833333333333334,regular season,1,0,Win
2295,31689.0,Tampa Bay Rays,0,7,3,2016-04-20,on grass,Night Game,Boston Red Sox,0,12,7,7:09 p.m. Local,Fenway Park,Wednesday,48.0,12.0, in from Rightfield,Cloudy,10,3.033333333333333,regular season,1,0,Win
2296,15404.0,Toronto Blue Jays,0,9,3,2016-04-20,on grass,Night Game,Baltimore Orioles,0,9,4,7:09 p.m. Local,Oriole Park at Camden Yards,Wednesday,65.0,5.0, out to Centerfield,Sunny,7,3.3666666666666667,regular season,1,0,Win
2297,16087.0,Los Angeles Dodgers,1,10,5,2016-04-20,on grass,Night Game,Atlanta Braves,2,7,3,7:11 p.m. Local,Turner Field,Wednesday,76.0,2.0, from Right to Left,Cloudy,8,3.9,regular season,0,1,Loss
2298,24181.0,Houston Astros,1,8,5,2016-04-19,on grass,Night Game,Texas Rangers,0,12,7,7:07 p.m. Local,Globe Life Park in Arlington,Tuesday,75.0,5.0, from Right to Left,Overcast,12,3.3666666666666667,regular season,1,0,Win
2299,43841.0,Chicago Cubs,0,5,2,2016-04-19,on grass,Night Game,St. Louis Cardinals,0,7,1,7:16 p.m. Local,Busch Stadium III,Tuesday,70.0,5.0, out to Leftfield,Overcast,3,3.3333333333333335,regular season,0,1,Loss
2300,41218.0,Arizona Diamondbacks,0,8,3,2016-04-19,on grass,Night Game,San Francisco Giants,0,6,0,7:15 p.m. Local,AT&T Park,Tuesday,65.0,9.0, out to Centerfield,Cloudy,3,3.1333333333333333,regular season,0,1,Loss
2301,19449.0,Pittsburgh Pirates,0,11,4,2016-04-19,on grass,Night Game,San Diego Padres,2,9,5,7:11 p.m. Local,Petco Park,Tuesday,78.0,13.0, from Left to Right,Cloudy,9,4.016666666666667,regular season,1,0,Win
2302,22417.0,New York Mets,0,12,11,2016-04-19,on grass,Night Game,Philadelphia Phillies,1,9,1,7:07 p.m. Local,Citizens Bank Park,Tuesday,67.0,15.0, in from Leftfield,Cloudy,12,3.05,regular season,0,1,Loss
2303,31952.0,Oakland Athletics,1,11,3,2016-04-19,on grass,Night Game,New York Yankees,0,8,2,7:07 p.m. Local,Yankee Stadium III,Tuesday,67.0,15.0, from Left to Right,Sunny,5,3.5,regular season,0,1,Loss
2304,17597.0,Milwaukee Brewers,1,9,6,2016-04-19,on grass,Day Game,Minnesota Twins,2,8,5,12:10 p.m. Local,Target Field,Tuesday,55.0,11.0, in from Centerfield,Overcast,11,3.3833333333333333,regular season,0,1,Loss
2305,16529.0,Washington Nationals,0,10,7,2016-04-19,on grass,Night Game,Miami Marlins,0,5,0,7:11 p.m. Local,Marlins Park,Tuesday,72.0,0.0, in unknown direction,In Dome,7,2.6333333333333333,regular season,0,1,Loss
2306,26889.0,Detroit Tigers,0,10,6,2016-04-19,on grass,Night Game,Kansas City Royals,1,9,8,6:15 p.m. Local,Kauffman Stadium,Tuesday,67.0,5.0, in from Rightfield,Unknown,14,3.1333333333333333,regular season,1,0,Win
2307,9393.0,Seattle Mariners,0,6,2,2016-04-19,on grass,Night Game,Cleveland Indians,0,10,3,6:10 p.m. Local,Progressive Field,Tuesday,52.0,13.0, in from Rightfield,Cloudy,5,2.9333333333333336,regular season,1,0,Win
2308,13240.0,Colorado Rockies,1,5,3,2016-04-19,on grass,Night Game,Cincinnati Reds,0,9,4,7:11 p.m. Local,Great American Ball Park,Tuesday,78.0,8.0, from Left to Right,Cloudy,7,2.8666666666666667,regular season,1,0,Win
2309,12093.0,Los Angeles Angels of Anaheim,0,3,0,2016-04-19,on grass,Night Game,Chicago White Sox,0,9,5,7:11 p.m. Local,U.S. Cellular Field,Tuesday,50.0,14.0, in from Rightfield,Unknown,5,2.7666666666666666,regular season,1,0,Win
2310,32061.0,Tampa Bay Rays,0,6,3,2016-04-19,on grass,Night Game,Boston Red Sox,1,1,0,7:11 p.m. Local,Fenway Park,Tuesday,47.0,7.0, from Right to Left,Cloudy,3,3.4166666666666665,regular season,0,1,Loss
2311,30520.0,Arizona Diamondbacks,2,11,7,2016-04-17,on grass,Day Game,San Diego Padres,0,6,3,1:42 p.m. Local,Petco Park,Sunday,85.0,12.0, out to Rightfield,Sunny,10,2.6166666666666667,regular season,0,1,Loss
2312,31124.0,Milwaukee Brewers,1,6,3,2016-04-17,on grass,Day Game,Pittsburgh Pirates,0,17,9,1:39 p.m. Local,PNC Park,Sunday,77.0,4.0, from Right to Left,Sunny,12,3.5166666666666666,regular season,1,0,Win
2313,37378.0,Washington Nationals,0,8,2,2016-04-17,on grass,Day Game,Philadelphia Phillies,0,7,3,1:39 p.m. Local,Citizens Bank Park,Sunday,63.0,4.0, out to Centerfield,Sunny,5,3.4,regular season,1,0,Win
2314,29668.0,Kansas City Royals,0,6,2,2016-04-17,on grass,Day Game,Oakland Athletics,1,4,3,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,70.0,5.0, out to Rightfield,Sunny,5,2.6166666666666667,regular season,1,0,Win
2315,43856.0,Seattle Mariners,1,6,3,2016-04-17,on grass,Day Game,New York Yankees,1,8,4,1:09 p.m. Local,Yankee Stadium III,Sunday,64.0,2.0, in from Leftfield,Sunny,7,2.5666666666666664,regular season,1,0,Win
2316,25932.0,Los Angeles Angels of Anaheim,0,4,2,2016-04-17,on grass,Day Game,Minnesota Twins,1,13,3,1:11 p.m. Local,Target Field,Sunday,77.0,14.0, from Right to Left,Cloudy,5,4.033333333333333,regular season,1,0,Win
2317,24780.0,Atlanta Braves,0,7,6,2016-04-17,on grass,Day Game,Miami Marlins,1,7,5,1:10 p.m. Local,Marlins Park,Sunday,72.0,0.0, in unknown direction,In Dome,11,3.4833333333333334,regular season,0,1,Loss
2318,48911.0,San Francisco Giants,0,5,1,2016-04-17,on grass,Night Game,Los Angeles Dodgers,0,6,3,5:10 p.m. Local,Dodger Stadium,Sunday,80.0,11.0, out to Centerfield,Sunny,4,2.7,regular season,1,0,Win
2319,30657.0,Detroit Tigers,1,8,4,2016-04-17,on grass,Day Game,Houston Astros,1,9,5,1:09 p.m. Local,Minute Maid Park,Sunday,73.0,0.0, in unknown direction,In Dome,9,3.216666666666667,regular season,1,0,Win
2320,17621.0,New York Mets,0,9,6,2016-04-17,on grass,Day Game,Cleveland Indians,2,3,0,1:11 p.m. Local,Progressive Field,Sunday,53.0,5.0, from Right to Left,Sunny,6,2.533333333333333,regular season,0,1,Loss
2321,41678.0,Colorado Rockies,0,5,2,2016-04-17,on grass,Day Game,Chicago Cubs,1,3,0,1:21 p.m. Local,Wrigley Field,Sunday,58.0,7.0, in from Rightfield,Sunny,2,2.6333333333333333,regular season,0,1,Loss
2322,37217.0,Toronto Blue Jays,1,14,5,2016-04-17,on grass,Day Game,Boston Red Sox,0,4,3,1:37 p.m. Local,Fenway Park,Sunday,49.0,9.0, in from Rightfield,Sunny,8,3.15,regular season,0,1,Loss
2323,39493.0,Baltimore Orioles,1,10,4,2016-04-16,on grass,Night Game,Texas Rangers,0,14,8,7:07 p.m. Local,Globe Life Park in Arlington,Saturday,75.0,18.0, in from Centerfield,Unknown,12,2.8,regular season,1,0,Win
2324,30451.0,Chicago White Sox,0,7,2,2016-04-16,on turf,Night Game,Tampa Bay Rays,0,10,7,6:10 p.m. Local,Tropicana Field,Saturday,72.0,0.0, in unknown direction,In Dome,9,2.8666666666666667,regular season,1,0,Win
2325,44425.0,Cincinnati Reds,2,15,9,2016-04-16,on grass,Day Game,St. Louis Cardinals,0,10,8,1:15 p.m. Local,Busch Stadium III,Saturday,75.0,13.0, from Right to Left,Sunny,17,3.2,regular season,0,1,Loss
2326,34051.0,Arizona Diamondbacks,1,11,3,2016-04-16,on grass,Night Game,San Diego Padres,2,14,5,5:40 p.m. Local,Petco Park,Saturday,76.0,14.0, from Left to Right,Sunny,8,5.416666666666667,regular season,1,0,Win
2327,34957.0,Milwaukee Brewers,0,3,0,2016-04-16,on grass,Night Game,Pittsburgh Pirates,0,8,5,7:08 p.m. Local,PNC Park,Saturday,71.0,7.0, in from Leftfield,Sunny,5,2.8666666666666667,regular season,1,0,Win
2328,30320.0,Washington Nationals,0,8,8,2016-04-16,on grass,Night Game,Philadelphia Phillies,1,7,1,7:07 p.m. Local,Citizens Bank Park,Saturday,67.0,5.0, from Right to Left,Cloudy,9,2.6166666666666667,regular season,0,1,Loss
2329,25564.0,Kansas City Royals,1,9,3,2016-04-16,on grass,Day Game,Oakland Athletics,2,10,5,1:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,70.0,7.0, out to Rightfield,Cloudy,8,3.033333333333333,regular season,1,0,Win
2330,38574.0,Seattle Mariners,1,10,3,2016-04-16,on grass,Day Game,New York Yankees,1,10,2,1:09 p.m. Local,Yankee Stadium III,Saturday,60.0,8.0, from Left to Right,Sunny,5,3.35,regular season,0,1,Loss
2331,27464.0,Los Angeles Angels of Anaheim,0,9,4,2016-04-16,on grass,Day Game,Minnesota Twins,0,10,6,1:12 p.m. Local,Target Field,Saturday,76.0,17.0, from Right to Left,Cloudy,10,2.9166666666666665,regular season,1,0,Win
2332,33123.0,Atlanta Braves,0,10,6,2016-04-16,on grass,Night Game,Miami Marlins,1,8,4,7:11 p.m. Local,Marlins Park,Saturday,71.0,0.0, in unknown direction,In Dome,10,2.9166666666666665,regular season,0,1,Loss
2333,53409.0,San Francisco Giants,0,8,4,2016-04-16,on grass,Night Game,Los Angeles Dodgers,0,5,3,6:11 p.m. Local,Dodger Stadium,Saturday,76.0,7.0, from Left to Right,Sunny,7,3.533333333333333,regular season,0,1,Loss
2334,30013.0,Detroit Tigers,0,15,5,2016-04-16,on grass,Night Game,Houston Astros,1,8,3,6:10 p.m. Local,Minute Maid Park,Saturday,73.0,0.0, in unknown direction,In Dome,8,3.283333333333333,regular season,0,1,Loss
2335,20165.0,New York Mets,0,8,5,2016-04-16,on grass,Day Game,Cleveland Indians,0,11,7,4:11 p.m. Local,Progressive Field,Saturday,54.0,12.0, in from Rightfield,Sunny,12,2.9,regular season,1,0,Win
2336,41702.0,Colorado Rockies,1,7,2,2016-04-16,on grass,Day Game,Chicago Cubs,0,8,6,1:20 p.m. Local,Wrigley Field,Saturday,54.0,5.0, from Right to Left,Sunny,8,2.65,regular season,1,0,Win
2337,36267.0,Toronto Blue Jays,0,7,2,2016-04-16,on grass,Day Game,Boston Red Sox,0,9,4,4:05 p.m. Local,Fenway Park,Saturday,53.0,20.0, in from Centerfield,Cloudy,6,2.716666666666667,regular season,1,0,Win
2338,32628.0,Baltimore Orioles,1,13,11,2016-04-15,on grass,Night Game,Texas Rangers,1,6,5,7:08 p.m. Local,Globe Life Park in Arlington,Friday,71.0,10.0, in from Leftfield,Sunny,16,2.783333333333333,regular season,0,1,Loss
2339,16801.0,Chicago White Sox,1,6,1,2016-04-15,on turf,Night Game,Tampa Bay Rays,0,2,0,7:10 p.m. Local,Tropicana Field,Friday,72.0,0.0, in unknown direction,In Dome,1,2.3833333333333333,regular season,0,1,Loss
2340,44997.0,Cincinnati Reds,3,7,3,2016-04-15,on grass,Night Game,St. Louis Cardinals,0,13,14,7:15 p.m. Local,Busch Stadium III,Friday,72.0,8.0, from Right to Left,Sunny,17,2.5166666666666666,regular season,1,0,Win
2341,28955.0,Arizona Diamondbacks,1,8,3,2016-04-15,on grass,Night Game,San Diego Padres,1,8,2,7:40 p.m. Local,Petco Park,Friday,64.0,12.0, from Left to Right,Sunny,5,3.1333333333333333,regular season,0,1,Loss
2342,24280.0,Milwaukee Brewers,2,11,8,2016-04-15,on grass,Night Game,Pittsburgh Pirates,1,8,4,7:08 p.m. Local,PNC Park,Friday,67.0,7.0, in from Rightfield,Sunny,12,3.5,regular season,0,1,Loss
2343,22624.0,Washington Nationals,1,16,9,2016-04-15,on grass,Night Game,Philadelphia Phillies,1,4,1,7:08 p.m. Local,Citizens Bank Park,Friday,61.0,5.0, out to Leftfield,Sunny,10,3.183333333333333,regular season,0,1,Loss
2344,19451.0,Kansas City Royals,1,12,4,2016-04-15,on grass,Night Game,Oakland Athletics,1,5,2,7:07 p.m. Local,Oakland-Alameda County Coliseum,Friday,65.0,12.0, in from Leftfield,Sunny,6,3.25,regular season,0,1,Loss
2345,35531.0,Seattle Mariners,0,12,7,2016-04-15,on grass,Night Game,New York Yankees,1,6,1,7:08 p.m. Local,Yankee Stadium III,Friday,59.0,7.0, from Right to Left,Sunny,8,3.3,regular season,0,1,Loss
2346,22461.0,Los Angeles Angels of Anaheim,0,9,4,2016-04-15,on grass,Night Game,Minnesota Twins,1,8,5,7:11 p.m. Local,Target Field,Friday,73.0,18.0, from Right to Left,Unknown,9,3.4833333333333334,regular season,1,0,Win
